3 minutes ago (2018-12-13 00:16 (UTC)),2018-12-12 16:16 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
5 minutes ago (2018-12-13 00:19 (UTC)),2018-12-12 16:19 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
10 minutes ago (2018-12-13 00:19 (UTC)),2018-12-12 16:19 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-13 00:32 (UTC)),2018-12-12 16:32 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
4 minutes ago (2018-12-13 00:36 (UTC)),2018-12-12 16:36 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
4 minutes ago (2018-12-13 00:41 (UTC)),2018-12-12 16:41 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-13 00:48 (UTC)),2018-12-12 16:48 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-13 00:54 (UTC)),2018-12-12 16:54 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-13 00:58 (UTC)),2018-12-12 16:58 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-13 01:04 (UTC)),2018-12-12 17:04 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
2 minutes ago (2018-12-13 01:09 (UTC)),2018-12-12 17:09 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
4 minutes ago (2018-12-13 01:13 (UTC)),2018-12-12 17:13 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,708 ShipTrackingAIS.blogspot.com ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
4 minutes ago (2018-12-13 01:18 (UTC)),2018-12-12 17:18 (UTC -8),USWC - US West Coast,32.76217° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
7 minutes ago (2018-12-13 22:25 (UTC)),2018-12-13 14:25 (UTC -8),USWC - US West Coast,32.76215° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
3 minutes ago (2018-12-13 22:35 (UTC)),2018-12-13 14:35 (UTC -8),USWC - US West Coast,32.76216° / -117.2366°,0.0kn / -,2903 ,369713000,WDJ5323,USA [US],Wing In Grnd,-,-,23m × 7.4m,Flag: USA [US],Stopped
